lot_id,date,wafer_slot,step,meas_tool,site_id,field_x,field_y,site_in_field,wafer_x_mm,wafer_y_mm,r_norm,pattern_density,cd_nm
L0009,2026-03-03,13,ACI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,110.33
L0009,2026-03-03,13,ACI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,108.409
L0009,2026-03-03,13,ACI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,112.053
L0009,2026-03-03,13,ACI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,109.352
L0009,2026-03-03,13,ACI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,108.954
L0009,2026-03-03,13,ACI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,111.243
L0009,2026-03-03,13,ACI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,109.811
L0009,2026-03-03,13,ACI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,110.666
L0009,2026-03-03,13,ACI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,111.755
L0009,2026-03-03,13,ACI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,107.856
L0009,2026-03-03,13,ACI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,111.038
L0009,2026-03-03,13,ACI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,106.578
L0011,2026-03-03,13,ACI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,113.319
L0011,2026-03-03,13,ACI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,111.206
L0011,2026-03-03,13,ACI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,111.594
L0011,2026-03-03,13,ACI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,108.699
L0011,2026-03-03,13,ACI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,110.809
L0011,2026-03-03,13,ACI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,110.139
L0011,2026-03-03,13,ACI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,108.24
L0011,2026-03-03,13,ACI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,110.536
L0011,2026-03-03,13,ACI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,109.278
L0011,2026-03-03,13,ACI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,111.854
L0011,2026-03-03,13,ACI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,110.11
L0011,2026-03-03,13,ACI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,107.947
L0011,2026-03-03,13,ACI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,112.852
L0011,2026-03-03,13,ACI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,107.731
L0011,2026-03-03,13,ACI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,112.329
L0011,2026-03-03,13,ACI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,110.531
L0011,2026-03-03,13,ACI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,107.108
L0011,2026-03-03,13,ACI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,112.459
L0011,2026-03-03,13,ACI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,109.746
L0011,2026-03-03,13,ACI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,110.709
L0011,2026-03-03,13,ACI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,111.854
L0011,2026-03-03,13,ACI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,106.723
L0011,2026-03-03,13,ACI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,112.504
L0011,2026-03-03,13,ACI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,108.332
L0011,2026-03-03,13,ACI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,110.608
L0011,2026-03-03,13,ACI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,112.188
L0011,2026-03-03,13,ACI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,109.42
L0011,2026-03-03,13,ACI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,108.652
L0011,2026-03-03,13,ACI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,111.865
L0011,2026-03-03,13,ACI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,111.808
L0011,2026-03-03,13,ACI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,111.524
L0011,2026-03-03,13,ACI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,112.637
L0011,2026-03-03,13,ACI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,108.212
L0011,2026-03-03,13,ACI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,113.198
L0011,2026-03-03,13,ACI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,111.155
L0011,2026-03-03,13,ACI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,112.054
L0011,2026-03-03,13,ACI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,111.015
L0011,2026-03-03,13,ACI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,109.544
L0011,2026-03-03,13,ACI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,112.983
L0011,2026-03-03,13,ACI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,108.456
