date,day_index,meas_tool,site_id,repeat,cd_nm
2026-03-05,3,CDSEM-B,G00,3,112.182
2026-03-05,3,CDSEM-B,G00,4,112.07
2026-03-05,3,CDSEM-B,G00,5,111.822
2026-03-05,3,CDSEM-B,G01,1,113.863
2026-03-05,3,CDSEM-B,G01,2,114.228
2026-03-05,3,CDSEM-B,G01,3,114.282
2026-03-05,3,CDSEM-B,G01,4,113.813
2026-03-05,3,CDSEM-B,G01,5,114.006
2026-03-05,3,CDSEM-B,G02,1,111.406
2026-03-05,3,CDSEM-B,G02,2,111.288
2026-03-05,3,CDSEM-B,G02,3,110.906
2026-03-05,3,CDSEM-B,G02,4,111.175
2026-03-05,3,CDSEM-B,G02,5,111.17
2026-03-05,3,CDSEM-B,G03,1,110.618
2026-03-05,3,CDSEM-B,G03,2,110.297
2026-03-05,3,CDSEM-B,G03,3,110.565
2026-03-05,3,CDSEM-B,G03,4,110.18
2026-03-05,3,CDSEM-B,G03,5,110.162
2026-03-05,3,CDSEM-B,G04,1,111.615
2026-03-05,3,CDSEM-B,G04,2,112.076
2026-03-05,3,CDSEM-B,G04,3,111.879
2026-03-05,3,CDSEM-B,G04,4,112.215
2026-03-05,3,CDSEM-B,G04,5,111.482
2026-03-05,3,CDSEM-B,G05,1,111.158
2026-03-05,3,CDSEM-B,G05,2,111.106
2026-03-05,3,CDSEM-B,G05,3,111.243
2026-03-05,3,CDSEM-B,G05,4,111.224
2026-03-05,3,CDSEM-B,G05,5,111.432
2026-03-05,3,CDSEM-B,G06,1,111.997
2026-03-05,3,CDSEM-B,G06,2,112.224
2026-03-05,3,CDSEM-B,G06,3,111.99
2026-03-05,3,CDSEM-B,G06,4,112.136
2026-03-05,3,CDSEM-B,G06,5,111.714
2026-03-05,3,CDSEM-B,G07,1,110.212
2026-03-05,3,CDSEM-B,G07,2,110.807
2026-03-05,3,CDSEM-B,G07,3,110.841
2026-03-05,3,CDSEM-B,G07,4,110.155
2026-03-05,3,CDSEM-B,G07,5,110.919
2026-03-05,3,CDSEM-B,G08,1,111.767
2026-03-05,3,CDSEM-B,G08,2,110.547
2026-03-05,3,CDSEM-B,G08,3,111.125
2026-03-05,3,CDSEM-B,G08,4,111.381
2026-03-05,3,CDSEM-B,G08,5,111.336
2026-03-09,5,CDSEM-A,G00,1,111.864
2026-03-09,5,CDSEM-A,G00,2,111.238
2026-03-09,5,CDSEM-A,G00,3,111.733
2026-03-09,5,CDSEM-A,G00,4,111.45
2026-03-09,5,CDSEM-A,G00,5,111.186
2026-03-09,5,CDSEM-A,G01,1,113.988
2026-03-09,5,CDSEM-A,G01,2,113.393
2026-03-09,5,CDSEM-A,G01,3,113.761
2026-03-09,5,CDSEM-A,G01,4,113.516
2026-03-09,5,CDSEM-A,G01,5,113.078
2026-03-09,5,CDSEM-A,G02,1,110.997
2026-03-09,5,CDSEM-A,G02,2,111.164
2026-03-09,5,CDSEM-A,G02,3,110.195
2026-03-09,5,CDSEM-A,G02,4,110.998
2026-03-09,5,CDSEM-A,G02,5,110.289
2026-03-09,5,CDSEM-A,G03,1,109.607
2026-03-09,5,CDSEM-A,G03,2,110.295
2026-03-09,5,CDSEM-A,G03,3,109.499
2026-03-09,5,CDSEM-A,G03,4,109.391
2026-03-09,5,CDSEM-A,G03,5,110.327
2026-03-09,5,CDSEM-A,G04,1,111.42
2026-03-09,5,CDSEM-A,G04,2,111.294
2026-03-09,5,CDSEM-A,G04,3,111.495
2026-03-09,5,CDSEM-A,G04,4,111.304
2026-03-09,5,CDSEM-A,G04,5,111.725
2026-03-09,5,CDSEM-A,G05,1,110.874
2026-03-09,5,CDSEM-A,G05,2,110.423
2026-03-09,5,CDSEM-A,G05,3,111.525
2026-03-09,5,CDSEM-A,G05,4,110.719
2026-03-09,5,CDSEM-A,G05,5,110.902
2026-03-09,5,CDSEM-A,G06,1,111.49
2026-03-09,5,CDSEM-A,G06,2,111.452
2026-03-09,5,CDSEM-A,G06,3,111.649
2026-03-09,5,CDSEM-A,G06,4,111.933
2026-03-09,5,CDSEM-A,G06,5,112.041
2026-03-09,5,CDSEM-A,G07,1,110.333
2026-03-09,5,CDSEM-A,G07,2,110.053
2026-03-09,5,CDSEM-A,G07,3,110.299
2026-03-09,5,CDSEM-A,G07,4,110.213
2026-03-09,5,CDSEM-A,G07,5,109.498
2026-03-09,5,CDSEM-A,G08,1,110.473
2026-03-09,5,CDSEM-A,G08,2,110.852
2026-03-09,5,CDSEM-A,G08,3,110.257
2026-03-09,5,CDSEM-A,G08,4,111.075
2026-03-09,5,CDSEM-A,G08,5,110.936
2026-03-09,5,CDSEM-B,G00,1,112.035
2026-03-09,5,CDSEM-B,G00,2,111.959
2026-03-09,5,CDSEM-B,G00,3,112.56
2026-03-09,5,CDSEM-B,G00,4,111.747
2026-03-09,5,CDSEM-B,G00,5,112.517
2026-03-09,5,CDSEM-B,G01,1,113.983
2026-03-09,5,CDSEM-B,G01,2,114.625
2026-03-09,5,CDSEM-B,G01,3,113.507
2026-03-09,5,CDSEM-B,G01,4,113.844
2026-03-09,5,CDSEM-B,G01,5,114.262
2026-03-09,5,CDSEM-B,G02,1,110.703
2026-03-09,5,CDSEM-B,G02,2,111.559
2026-03-09,5,CDSEM-B,G02,3,111.386
2026-03-09,5,CDSEM-B,G02,4,111.172
2026-03-09,5,CDSEM-B,G02,5,111.169
2026-03-09,5,CDSEM-B,G03,1,110.252
2026-03-09,5,CDSEM-B,G03,2,110.836
2026-03-09,5,CDSEM-B,G03,3,110.062
2026-03-09,5,CDSEM-B,G03,4,110.146
2026-03-09,5,CDSEM-B,G03,5,109.825
2026-03-09,5,CDSEM-B,G04,1,111.766
2026-03-09,5,CDSEM-B,G04,2,111.168
2026-03-09,5,CDSEM-B,G04,3,111.99
2026-03-09,5,CDSEM-B,G04,4,112.152
2026-03-09,5,CDSEM-B,G04,5,112.306
2026-03-09,5,CDSEM-B,G05,1,111.266
2026-03-09,5,CDSEM-B,G05,2,111.568
2026-03-09,5,CDSEM-B,G05,3,110.98
2026-03-09,5,CDSEM-B,G05,4,111.448
2026-03-09,5,CDSEM-B,G05,5,111.274
2026-03-09,5,CDSEM-B,G06,1,111.387
2026-03-09,5,CDSEM-B,G06,2,112.126
2026-03-09,5,CDSEM-B,G06,3,111.374
2026-03-09,5,CDSEM-B,G06,4,112.24
2026-03-09,5,CDSEM-B,G06,5,112.338
2026-03-09,5,CDSEM-B,G07,1,110.49
2026-03-09,5,CDSEM-B,G07,2,110.187
2026-03-09,5,CDSEM-B,G07,3,110.163
2026-03-09,5,CDSEM-B,G07,4,110.742
2026-03-09,5,CDSEM-B,G07,5,110.164
2026-03-09,5,CDSEM-B,G08,1,111.135
2026-03-09,5,CDSEM-B,G08,2,110.786
2026-03-09,5,CDSEM-B,G08,3,110.44
2026-03-09,5,CDSEM-B,G08,4,110.995
2026-03-09,5,CDSEM-B,G08,5,110.993
2026-03-12,8,CDSEM-A,G00,1,111.184
2026-03-12,8,CDSEM-A,G00,2,111.864
2026-03-12,8,CDSEM-A,G00,3,111.768
2026-03-12,8,CDSEM-A,G00,4,111.44
2026-03-12,8,CDSEM-A,G00,5,110.96
2026-03-12,8,CDSEM-A,G01,1,113.607
2026-03-12,8,CDSEM-A,G01,2,113.327
2026-03-12,8,CDSEM-A,G01,3,113.767
2026-03-12,8,CDSEM-A,G01,4,113.651
2026-03-12,8,CDSEM-A,G01,5,114.056
2026-03-12,8,CDSEM-A,G02,1,110.669
2026-03-12,8,CDSEM-A,G02,2,110.547
2026-03-12,8,CDSEM-A,G02,3,110.627
2026-03-12,8,CDSEM-A,G02,4,110.913
2026-03-12,8,CDSEM-A,G02,5,111.21
2026-03-12,8,CDSEM-A,G03,1,109.502
2026-03-12,8,CDSEM-A,G03,2,109.673
2026-03-12,8,CDSEM-A,G03,3,109.7
2026-03-12,8,CDSEM-A,G03,4,110.367
2026-03-12,8,CDSEM-A,G03,5,109.416
2026-03-12,8,CDSEM-A,G04,1,111.548
2026-03-12,8,CDSEM-A,G04,2,111.36
2026-03-12,8,CDSEM-A,G04,3,111.086
2026-03-12,8,CDSEM-A,G04,4,111.426
2026-03-12,8,CDSEM-A,G04,5,111.115
2026-03-12,8,CDSEM-A,G05,1,111.01
2026-03-12,8,CDSEM-A,G05,2,110.467
2026-03-12,8,CDSEM-A,G05,3,110.595
2026-03-12,8,CDSEM-A,G05,4,110.588
2026-03-12,8,CDSEM-A,G05,5,110.568
2026-03-12,8,CDSEM-A,G06,1,111.166
2026-03-12,8,CDSEM-A,G06,2,111.783
2026-03-12,8,CDSEM-A,G06,3,111.852
2026-03-12,8,CDSEM-A,G06,4,112.066
2026-03-12,8,CDSEM-A,G06,5,111.145
2026-03-12,8,CDSEM-A,G07,1,110.228
2026-03-12,8,CDSEM-A,G07,2,109.766
2026-03-12,8,CDSEM-A,G07,3,110.603
2026-03-12,8,CDSEM-A,G07,4,110.481
2026-03-12,8,CDSEM-A,G07,5,110.059
2026-03-12,8,CDSEM-A,G08,1,110.547
2026-03-12,8,CDSEM-A,G08,2,110.257
2026-03-12,8,CDSEM-A,G08,3,110.844
2026-03-12,8,CDSEM-A,G08,4,110.551
2026-03-12,8,CDSEM-A,G08,5,110.269
2026-03-12,8,CDSEM-B,G00,1,112.027
2026-03-12,8,CDSEM-B,G00,2,112.119
2026-03-12,8,CDSEM-B,G00,3,111.958
2026-03-12,8,CDSEM-B,G00,4,111.998
2026-03-12,8,CDSEM-B,G00,5,111.644
2026-03-12,8,CDSEM-B,G01,1,113.845
2026-03-12,8,CDSEM-B,G01,2,114.073
2026-03-12,8,CDSEM-B,G01,3,113.892
2026-03-12,8,CDSEM-B,G01,4,114.171
2026-03-12,8,CDSEM-B,G01,5,113.867
2026-03-12,8,CDSEM-B,G02,1,111.127
2026-03-12,8,CDSEM-B,G02,2,110.791
2026-03-12,8,CDSEM-B,G02,3,111.103
2026-03-12,8,CDSEM-B,G02,4,111.01
2026-03-12,8,CDSEM-B,G02,5,110.758
2026-03-12,8,CDSEM-B,G03,1,110.022
2026-03-12,8,CDSEM-B,G03,2,110.128
2026-03-12,8,CDSEM-B,G03,3,109.919
2026-03-12,8,CDSEM-B,G03,4,110.375
2026-03-12,8,CDSEM-B,G03,5,110.387
2026-03-12,8,CDSEM-B,G04,1,111.37
2026-03-12,8,CDSEM-B,G04,2,111.65
2026-03-12,8,CDSEM-B,G04,3,111.053
2026-03-12,8,CDSEM-B,G04,4,111.502
2026-03-12,8,CDSEM-B,G04,5,111.668
2026-03-12,8,CDSEM-B,G05,1,111.515
2026-03-12,8,CDSEM-B,G05,2,110.836
2026-03-12,8,CDSEM-B,G05,3,110.791
2026-03-12,8,CDSEM-B,G05,4,111.295
2026-03-12,8,CDSEM-B,G05,5,110.922
2026-03-12,8,CDSEM-B,G06,1,111.883
2026-03-12,8,CDSEM-B,G06,2,111.756
2026-03-12,8,CDSEM-B,G06,3,112.437
2026-03-12,8,CDSEM-B,G06,4,111.996
2026-03-12,8,CDSEM-B,G06,5,111.558
2026-03-12,8,CDSEM-B,G07,1,110.165
2026-03-12,8,CDSEM-B,G07,2,110.68
2026-03-12,8,CDSEM-B,G07,3,110.53
2026-03-12,8,CDSEM-B,G07,4,110.747
2026-03-12,8,CDSEM-B,G07,5,110.081
2026-03-12,8,CDSEM-B,G08,1,110.661
2026-03-12,8,CDSEM-B,G08,2,110.747
2026-03-12,8,CDSEM-B,G08,3,111.258
2026-03-12,8,CDSEM-B,G08,4,111.389
2026-03-12,8,CDSEM-B,G08,5,111.606
2026-03-16,10,CDSEM-A,G00,1,111.208
2026-03-16,10,CDSEM-A,G00,2,111.371
2026-03-16,10,CDSEM-A,G00,3,110.994
2026-03-16,10,CDSEM-A,G00,4,111.442
2026-03-16,10,CDSEM-A,G00,5,112.083
2026-03-16,10,CDSEM-A,G01,1,113.295
2026-03-16,10,CDSEM-A,G01,2,113.144
2026-03-16,10,CDSEM-A,G01,3,114.02
2026-03-16,10,CDSEM-A,G01,4,112.868
2026-03-16,10,CDSEM-A,G01,5,113.821
2026-03-16,10,CDSEM-A,G02,1,110.662
2026-03-16,10,CDSEM-A,G02,2,110.198
2026-03-16,10,CDSEM-A,G02,3,110.675
2026-03-16,10,CDSEM-A,G02,4,110.636
2026-03-16,10,CDSEM-A,G02,5,110.894
2026-03-16,10,CDSEM-A,G03,1,109.645
2026-03-16,10,CDSEM-A,G03,2,109.819
2026-03-16,10,CDSEM-A,G03,3,110.159
2026-03-16,10,CDSEM-A,G03,4,109.676
2026-03-16,10,CDSEM-A,G03,5,110.091
2026-03-16,10,CDSEM-A,G04,1,111.453
2026-03-16,10,CDSEM-A,G04,2,111.246
2026-03-16,10,CDSEM-A,G04,3,111.295
2026-03-16,10,CDSEM-A,G04,4,111.349
2026-03-16,10,CDSEM-A,G04,5,111.5
2026-03-16,10,CDSEM-A,G05,1,110.89
2026-03-16,10,CDSEM-A,G05,2,111.246
2026-03-16,10,CDSEM-A,G05,3,111.694
2026-03-16,10,CDSEM-A,G05,4,111.254
2026-03-16,10,CDSEM-A,G05,5,109.982
2026-03-16,10,CDSEM-A,G06,1,111.704
2026-03-16,10,CDSEM-A,G06,2,111.98
2026-03-16,10,CDSEM-A,G06,3,111.588
2026-03-16,10,CDSEM-A,G06,4,111.901
2026-03-16,10,CDSEM-A,G06,5,111.151
2026-03-16,10,CDSEM-A,G07,1,110.117
2026-03-16,10,CDSEM-A,G07,2,110.476
2026-03-16,10,CDSEM-A,G07,3,111.05
2026-03-16,10,CDSEM-A,G07,4,110.674
2026-03-16,10,CDSEM-A,G07,5,109.647
2026-03-16,10,CDSEM-A,G08,1,109.989
2026-03-16,10,CDSEM-A,G08,2,110.438
2026-03-16,10,CDSEM-A,G08,3,110.561
2026-03-16,10,CDSEM-A,G08,4,110.854
2026-03-16,10,CDSEM-A,G08,5,110.422
2026-03-16,10,CDSEM-B,G00,1,111.974
2026-03-16,10,CDSEM-B,G00,2,111.892
2026-03-16,10,CDSEM-B,G00,3,112.009
2026-03-16,10,CDSEM-B,G00,4,111.721
2026-03-16,10,CDSEM-B,G00,5,112.149
2026-03-16,10,CDSEM-B,G01,1,113.555
2026-03-16,10,CDSEM-B,G01,2,113.684
2026-03-16,10,CDSEM-B,G01,3,113.843
2026-03-16,10,CDSEM-B,G01,4,113.691
2026-03-16,10,CDSEM-B,G01,5,113.926
2026-03-16,10,CDSEM-B,G02,1,111.401
2026-03-16,10,CDSEM-B,G02,2,111.02
2026-03-16,10,CDSEM-B,G02,3,110.692
2026-03-16,10,CDSEM-B,G02,4,111.075
2026-03-16,10,CDSEM-B,G02,5,111.033
2026-03-16,10,CDSEM-B,G03,1,110.11
2026-03-16,10,CDSEM-B,G03,2,110.762
2026-03-16,10,CDSEM-B,G03,3,109.949
2026-03-16,10,CDSEM-B,G03,4,110.437
2026-03-16,10,CDSEM-B,G03,5,110.166
2026-03-16,10,CDSEM-B,G04,1,111.07
2026-03-16,10,CDSEM-B,G04,2,112.154
2026-03-16,10,CDSEM-B,G04,3,111.552
2026-03-16,10,CDSEM-B,G04,4,111.628
2026-03-16,10,CDSEM-B,G04,5,111.679
2026-03-16,10,CDSEM-B,G05,1,111.221
2026-03-16,10,CDSEM-B,G05,2,111.205
2026-03-16,10,CDSEM-B,G05,3,111.076
2026-03-16,10,CDSEM-B,G05,4,111.15
2026-03-16,10,CDSEM-B,G05,5,110.75
2026-03-16,10,CDSEM-B,G06,1,111.963
2026-03-16,10,CDSEM-B,G06,2,112.244
2026-03-16,10,CDSEM-B,G06,3,112.153
2026-03-16,10,CDSEM-B,G06,4,112.464
2026-03-16,10,CDSEM-B,G06,5,111.885
2026-03-16,10,CDSEM-B,G07,1,109.941
2026-03-16,10,CDSEM-B,G07,2,110.613
2026-03-16,10,CDSEM-B,G07,3,110.929
2026-03-16,10,CDSEM-B,G07,4,110.15
2026-03-16,10,CDSEM-B,G07,5,110.082
2026-03-16,10,CDSEM-B,G08,1,110.622
2026-03-16,10,CDSEM-B,G08,2,111.483
2026-03-16,10,CDSEM-B,G08,3,111.279
2026-03-16,10,CDSEM-B,G08,4,111.028
2026-03-16,10,CDSEM-B,G08,5,110.268
2026-03-19,13,CDSEM-A,G00,1,111.484
2026-03-19,13,CDSEM-A,G00,2,111.497
2026-03-19,13,CDSEM-A,G00,3,111.319
2026-03-19,13,CDSEM-A,G00,4,111.655
2026-03-19,13,CDSEM-A,G00,5,111.493
2026-03-19,13,CDSEM-A,G01,1,113.616
2026-03-19,13,CDSEM-A,G01,2,114.033
2026-03-19,13,CDSEM-A,G01,3,113.751
2026-03-19,13,CDSEM-A,G01,4,113.141
2026-03-19,13,CDSEM-A,G01,5,113.19
2026-03-19,13,CDSEM-A,G02,1,110.229
2026-03-19,13,CDSEM-A,G02,2,110.968
2026-03-19,13,CDSEM-A,G02,3,110.766
2026-03-19,13,CDSEM-A,G02,4,110.737
2026-03-19,13,CDSEM-A,G02,5,111.323
2026-03-19,13,CDSEM-A,G03,1,110.45
2026-03-19,13,CDSEM-A,G03,2,109.246
2026-03-19,13,CDSEM-A,G03,3,110.089
2026-03-19,13,CDSEM-A,G03,4,109.325
2026-03-19,13,CDSEM-A,G03,5,109.322
2026-03-19,13,CDSEM-A,G04,1,111.048
2026-03-19,13,CDSEM-A,G04,2,111.435
2026-03-19,13,CDSEM-A,G04,3,111.266
2026-03-19,13,CDSEM-A,G04,4,111.862
2026-03-19,13,CDSEM-A,G04,5,111.734
2026-03-19,13,CDSEM-A,G05,1,110.896
2026-03-19,13,CDSEM-A,G05,2,111.311
2026-03-19,13,CDSEM-A,G05,3,111.435
2026-03-19,13,CDSEM-A,G05,4,111.461
2026-03-19,13,CDSEM-A,G05,5,110.754
2026-03-19,13,CDSEM-A,G06,1,111.633
2026-03-19,13,CDSEM-A,G06,2,111.594
2026-03-19,13,CDSEM-A,G06,3,111.548
2026-03-19,13,CDSEM-A,G06,4,111.706
2026-03-19,13,CDSEM-A,G06,5,111.523
2026-03-19,13,CDSEM-A,G07,1,110.192
2026-03-19,13,CDSEM-A,G07,2,110.549
2026-03-19,13,CDSEM-A,G07,3,110.073
2026-03-19,13,CDSEM-A,G07,4,110.465
2026-03-19,13,CDSEM-A,G07,5,110.166
2026-03-19,13,CDSEM-A,G08,1,110.335
2026-03-19,13,CDSEM-A,G08,2,111.099
2026-03-19,13,CDSEM-A,G08,3,110.711
2026-03-19,13,CDSEM-A,G08,4,111.061
2026-03-19,13,CDSEM-A,G08,5,110.487
2026-03-19,13,CDSEM-B,G00,1,112.581
2026-03-19,13,CDSEM-B,G00,2,111.866
2026-03-19,13,CDSEM-B,G00,3,111.869
2026-03-19,13,CDSEM-B,G00,4,111.963
2026-03-19,13,CDSEM-B,G00,5,111.927
2026-03-19,13,CDSEM-B,G01,1,113.468
2026-03-19,13,CDSEM-B,G01,2,113.899
2026-03-19,13,CDSEM-B,G01,3,113.716
2026-03-19,13,CDSEM-B,G01,4,114.087
2026-03-19,13,CDSEM-B,G01,5,114.188
2026-03-19,13,CDSEM-B,G02,1,110.913
2026-03-19,13,CDSEM-B,G02,2,110.919
2026-03-19,13,CDSEM-B,G02,3,110.603
2026-03-19,13,CDSEM-B,G02,4,110.801
2026-03-19,13,CDSEM-B,G02,5,110.835
2026-03-19,13,CDSEM-B,G03,1,110.983
2026-03-19,13,CDSEM-B,G03,2,110.337
2026-03-19,13,CDSEM-B,G03,3,110.529
2026-03-19,13,CDSEM-B,G03,4,110.783
2026-03-19,13,CDSEM-B,G03,5,110.305
2026-03-19,13,CDSEM-B,G04,1,111.552
2026-03-19,13,CDSEM-B,G04,2,111.641
2026-03-19,13,CDSEM-B,G04,3,111.522
2026-03-19,13,CDSEM-B,G04,4,111.239
2026-03-19,13,CDSEM-B,G04,5,111.621
2026-03-19,13,CDSEM-B,G05,1,110.758
2026-03-19,13,CDSEM-B,G05,2,110.779
2026-03-19,13,CDSEM-B,G05,3,110.635
2026-03-19,13,CDSEM-B,G05,4,110.968
2026-03-19,13,CDSEM-B,G05,5,111.446
2026-03-19,13,CDSEM-B,G06,1,111.953
2026-03-19,13,CDSEM-B,G06,2,112.16
2026-03-19,13,CDSEM-B,G06,3,112.616
2026-03-19,13,CDSEM-B,G06,4,111.388
2026-03-19,13,CDSEM-B,G06,5,111.828
2026-03-19,13,CDSEM-B,G07,1,110.875
2026-03-19,13,CDSEM-B,G07,2,111.152
2026-03-19,13,CDSEM-B,G07,3,110.602
2026-03-19,13,CDSEM-B,G07,4,110.809
2026-03-19,13,CDSEM-B,G07,5,110.561
2026-03-19,13,CDSEM-B,G08,1,111.121
